Name,Laptop Type,Laptop Brand,Price,Price New,CPU,CPU Brand,Ram Size,Ram Type,Hard Drive Size,Hard Drive,Screen,Resolution,Material,OS,Year,Graphic,Graphic Name,Weight,Warranty Time,Warranty Location
Laptop Acer Swift 5 SF514 53T 51EX,general,Acer,8130000,23990000,Intel Core i5 Coffee Lake - 8265U,Intel,8,DDR4,256,SSD,14,Full HD,Nhôm - Magie,Windows 10 Home SL,2018,Card tích hợp,Intel UHD Graphics 620,0.97,1,Cửa Hàng
Laptop Acer Swift 5 SF514 53T 51EX,general,Acer,9480000,27990000,Intel Core i7 Coffee Lake - 8565U,Intel,8,DDR4,256,SSD,14,Full HD,Nhôm - Magie,Windows 10 Home SL,2018,Card tích hợp,Intel UHD Graphics 620,0.94,1,Cửa Hàng
Laptop Acer Swift 3 SF314 54 51QL,general,Acer,5520000,16290000,Intel Core i5 Kabylake Refresh - 8250U,Intel,4,DDR4,1024,HDD,14,Full HD,Vỏ kim loại,Windows 10 Home SL,2018,Card tích hợp,Intel HD Graphics 620,1.5,1,Cửa Hàng
Laptop CHUWI CoreBook X,general,CHUWI,5580000,15490000,Intel Core i5 Coffee Lake - 8259U,Intel,16,DDR4,512,SSD,14,2.2K,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel Iris Plus Graphics 655,1.5,1,Cửa Hàng
Laptop Acer Switch 5 SW512 52P 34RS,general,Acer,7620000,22490000,Intel Core i3 Kabylake - 7130U,Intel,4,DDR3L,128,SSD,12,2K,Vỏ kim loại,Windows 10 Home SL,2019,Card tích hợp,Intel UHD Graphics 620,0.92,1,Cửa Hàng
Laptop CHUWI CoreBook X,general,CHUWI,5770000,15490000,Intel Core i5 Coffee Lake - 8259U,Intel,16,DDR4,512,SSD,14,2.2K,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel Iris Plus Graphics 655,1.5,4,Chính Hãng
Laptop CHUWI CoreBook X,general,CHUWI,5740000,15490000,Intel Core i5 Coffee Lake - 8259U,Intel,16,DDR4,512,SSD,14,2.2K,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel Iris Plus Graphics 655,1.5,3.5,Chính Hãng
Laptop CHUWI CoreBook X,general,CHUWI,5680000,15490000,Intel Core i5 Coffee Lake - 8259U,Intel,16,DDR4,512,SSD,14,2.2K,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel Iris Plus Graphics 655,1.5,2.5,Chính Hãng
Laptop Acer Swift 7 SF714 52T 76C6,general,Acer,16940000,49990000,Intel Core i7 Coffee Lake - 8500Y,Intel,16,DDR3,512,SSD,14,Full HD,Nhôm - Magie,Windows 10 Home SL,2019,Card tích hợp,Intel UHD Graphics 615,0.89,1,Cửa Hàng
Laptop CHUWI CoreBook X,general,CHUWI,5800000,15490000,Intel Core i5 Coffee Lake - 8259U,Intel,16,DDR4,512,SSD,14,2.2K,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel Iris Plus Graphics 655,1.5,4.5,Chính Hãng
Laptop CHUWI CoreBook X,general,CHUWI,5710000,15490000,Intel Core i5 Coffee Lake - 8259U,Intel,16,DDR4,512,SSD,14,2.2K,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel Iris Plus Graphics 655,1.5,3,Chính Hãng
Laptop CHUWI CoreBook X,general,CHUWI,5840000,15490000,Intel Core i5 Coffee Lake - 8259U,Intel,16,DDR4,512,SSD,14,2.2K,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel Iris Plus Graphics 655,1.5,5,Chính Hãng
Laptop CHUWI HeroBook Pro,general,CHUWI,3280000,8590000,Intel Celeron - N4020,Intel,8,LPDDR4,256,SSD,14.1,Full HD,Vỏ nhựa,Windows 10 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.39,1,Cửa Hàng
Laptop LG Gram 16 2021,general,LG,17810000,50890000,Intel Core i7 Tiger Lake - 1165G7,Intel,16,LPDDR4X,512,SSD,16,WQXGA,Hợp kim Nano Carbon - Magie,Windows 10 Home Standard,2021,Card tích hợp,Intel Iris Xe Graphics,1.19,1,Cửa Hàng
Laptop CHUWI HeroBook Pro,general,CHUWI,3300000,8590000,Intel Celeron - N4020,Intel,8,LPDDR4,256,SSD,14.1,Full HD,Vỏ nhựa,Windows 10 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.39,1.5,Chính Hãng
Laptop CHUWI HeroBook Pro,general,CHUWI,3320000,8590000,Intel Celeron - N4020,Intel,8,LPDDR4,256,SSD,14.1,Full HD,Vỏ nhựa,Windows 10 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.39,2,Chính Hãng
Laptop CHUWI HeroBook Pro,general,CHUWI,3000000,8590000,Intel Celeron - N4020,Intel,8,LPDDR4,256,SSD,14.1,Full HD,Vỏ nhựa,Windows 10 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.39,1,Cửa Hàng
Laptop LG Gram 16 2021,general,LG,18340000,50890000,Intel Core i7 Tiger Lake - 1165G7,Intel,16,LPDDR4X,512,SSD,16,WQXGA,Hợp kim Nano Carbon - Magie,Windows 10 Home Standard,2021,Card tích hợp,Intel Iris Xe Graphics,1.19,1,Cửa Hàng
Laptop CHUWI CoreBook X,general,CHUWI,5870000,15490000,Intel Core i5 Coffee Lake - 8259U,Intel,16,DDR4,512,SSD,14,2.2K,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel Iris Plus Graphics 655,1.5,5.5,Chính Hãng
Laptop CHUWI HeroBook Pro,general,CHUWI,3360000,8590000,Intel Celeron - N4020,Intel,8,LPDDR4,256,SSD,14.1,Full HD,Vỏ nhựa,Windows 10 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.39,3,Chính Hãng
Laptop CHUWI HeroBook Pro,general,CHUWI,3340000,8590000,Intel Celeron - N4020,Intel,8,LPDDR4,256,SSD,14.1,Full HD,Vỏ nhựa,Windows 10 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.39,2.5,Chính Hãng
Laptop CHUWI HeroBook Pro,general,CHUWI,3380000,8590000,Intel Celeron - N4020,Intel,8,LPDDR4,256,SSD,14.1,Full HD,Vỏ nhựa,Windows 10 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.39,3.5,Chính Hãng
Laptop HP EliteBook X360 1040 G8,general,HP,18920000,49590000,Intel Core i7 Tiger Lake - 1165G7,Intel,16,LPDDR4X,512,SSD,14,Full HD,Vỏ kim loại nguyên khối,Windows 10 Pro,2021,Card tích hợp,Intel Iris Xe Graphics,1.25,14.5,Chính Hãng
Laptop CHUWI GemiBook,general,CHUWI,4030000,9990000,Intel Celeron - J4125,Intel,8,LPDDR4,256,SSD,13,2K,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.34,2.5,Chính Hãng
Laptop LG Gram 15,general,LG,14080000,36990000,Intel Core i5 Ice Lake - 1035G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Hợp kim Nano Carbon - Magie,Windows 10 Home SL,2020,Card tích hợp,Intel Iris Plus Graphics,1.12,6,Cửa Hàng
Laptop Acer TravelMate B3 TMB311 31 P49D,general,Acer,4360000,10990000,Intel Pentium - N5030,Intel,4,DDR4,256,SSD,11.6,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 605,1.4,1,Cửa Hàng
Laptop LG Gram 17,general,LG,16180000,42490000,Intel Core i7 Ice Lake - 1065G7,Intel,8,DDR4,512,SSD,17,WQXGA,Hợp kim Nano Carbon - Magie,Windows 10 Home SL,2020,Card tích hợp,Intel Iris Plus Graphics,1.35,6,Cửa Hàng
Laptop CHUWI GemiBook,general,CHUWI,4050000,9990000,Intel Celeron - J4125,Intel,8,LPDDR4,256,SSD,13,2K,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.34,3,Chính Hãng
Laptop CHUWI GemiBook,general,CHUWI,4090000,9990000,Intel Celeron - J4125,Intel,8,LPDDR4,256,SSD,13,2K,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.34,4,Chính Hãng
Laptop CHUWI GemiBook,general,CHUWI,4070000,9990000,Intel Celeron - J4125,Intel,8,LPDDR4,256,SSD,13,2K,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.34,3.5,Chính Hãng
Laptop Acer TravelMate B3 TMB311 31 C2HB,general,Acer,3960000,9990000,Intel Celeron - N4020,Intel,4,DDR4,128,SSD,11.6,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.4,1,Cửa Hàng
Laptop CHUWI HeroBook Pro,general,CHUWI,3390000,8590000,Intel Celeron - N4020,Intel,8,LPDDR4,256,SSD,14.1,Full HD,Vỏ nhựa,Windows 10 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.39,4,Chính Hãng
Laptop CHUWI GemiBook,general,CHUWI,4120000,9990000,Intel Celeron - J4125,Intel,8,LPDDR4,256,SSD,13,2K,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.34,4.5,Chính Hãng
Laptop MSI Creator Z16 A12UET,general,MSI,24160000,60990000,Intel Core i7 Alder Lake - 12700H,Intel,16,DDR5,1024,SSD,16,QHD+,Vỏ kim loại,Windows 11 Home SL,2022,Card rời,"NVIDIA GeForce RTX 3060, 6 GB",2.2,5.5,Chính Hãng
Laptop CHUWI GemiBook,general,CHUWI,4140000,9990000,Intel Celeron - J4125,Intel,8,LPDDR4,256,SSD,13,2K,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.34,5,Chính Hãng
Laptop MSI Creator Z16 A12UET,general,MSI,26970000,60990000,Intel Core i7 Alder Lake - 12700H,Intel,16,DDR5,1024,SSD,16,QHD+,Vỏ kim loại,Windows 11 Home SL,2022,Card rời,"NVIDIA GeForce RTX 3060, 6 GB",2.2,15,Chính Hãng
Laptop MSI Creator Z16 A12UET,general,MSI,27420000,60990000,Intel Core i7 Alder Lake - 12700H,Intel,16,DDR5,1024,SSD,16,QHD+,Vỏ kim loại,Windows 11 Home SL,2022,Card rời,"NVIDIA GeForce RTX 3060, 6 GB",2.2,16.5,Chính Hãng
Laptop Acer TravelMate P4 TMP414 51 50HX,general,Acer,13460000,22490000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,14,Full HD,Nắp lưng và chiếu nghỉ tay bằng kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.4,10.5,Chính Hãng
Laptop MSI Gaming Leopard GP76 11UG,gaming,MSI,21370000,52990000,Intel Core i7 Tiger Lake - 11800H,Intel,16,DDR4,1024,SSD,17.3,Full HD,Vỏ kim loại,Windows 10 Home SL,2021,Card rời,"NVIDIA GeForce RTX 3070, 8 GB",2.9,7,Chính Hãng
Laptop MSI Gaming GE66 Raider 11UG,gaming,MSI,23760000,59990000,Intel Core i7 Tiger Lake - 11800H,Intel,16,DDR4,2048,SSD,15.6,Full HD,Vỏ kim loại,Windows 10 Home SL,2021,Card rời,"NVIDIA GeForce RTX 3070, 8 GB",2.38,5.5,Chính Hãng
Laptop CHUWI LarkBook X,general,CHUWI,4470000,12790000,Intel Celeron - N5100,Intel,8,LPDDR4,256,SSD,14,2.2K,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.4,1,Cửa Hàng
Laptop CHUWI LarkBook X,general,CHUWI,5530000,12790000,Intel Celeron - N5100,Intel,8,LPDDR4,256,SSD,14,2.2K,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.4,1,Cửa Hàng
Laptop CHUWI LarkBook X,general,CHUWI,5590000,12790000,Intel Celeron - N5100,Intel,8,LPDDR4,256,SSD,14,2.2K,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.4,2,Chính Hãng
Laptop Acer TravelMate P4 TMP414 51 50HX,general,Acer,8920000,22490000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,14,Full HD,Nắp lưng và chiếu nghỉ tay bằng kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.4,1,Cửa Hàng
Laptop CHUWI LarkBook X,general,CHUWI,5630000,12790000,Intel Celeron - N5100,Intel,8,LPDDR4,256,SSD,14,2.2K,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.4,2.5,Chính Hãng
Laptop CHUWI LarkBook X,general,CHUWI,5750000,12790000,Intel Celeron - N5100,Intel,8,LPDDR4,256,SSD,14,2.2K,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.4,4.5,Chính Hãng
Laptop CHUWI LarkBook X,general,CHUWI,5660000,12790000,Intel Celeron - N5100,Intel,8,LPDDR4,256,SSD,14,2.2K,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.4,3,Chính Hãng
Laptop CHUWI LarkBook X,general,CHUWI,5780000,12790000,Intel Celeron - N5100,Intel,8,LPDDR4,256,SSD,14,2.2K,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.4,5,Chính Hãng
Laptop CHUWI LarkBook X,general,CHUWI,5810000,12790000,Intel Celeron - N5100,Intel,8,LPDDR4,256,SSD,14,2.2K,Vỏ kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.4,5.5,Chính Hãng
Laptop Acer Aspire 3 A315 56 32TP,general,Acer,5270000,11990000,Intel Core i3 Comet Lake - 1005G1,Intel,4,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.7,2.5,Chính Hãng
Laptop Acer Aspire 3 A315 56 32TP,general,Acer,7350000,16990000,Intel Core i5 Ice Lake - 1035G1,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL,2020,Card tích hợp,Intel UHD Graphics,1.5,1,Cửa Hàng
Laptop Acer Aspire 3 A315 56 32TP,general,Acer,5240000,11990000,Intel Core i3 Comet Lake - 1005G1,Intel,4,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.7,2,Chính Hãng
Laptop Acer Aspire 3 A315 56 32TP,general,Acer,5190000,11990000,Intel Core i3 Comet Lake - 1005G1,Intel,4,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.7,1,Cửa Hàng
Laptop Acer Aspire 3 A315 56 32TP,general,Acer,5390000,11990000,Intel Core i3 Comet Lake - 1005G1,Intel,4,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.7,4.5,Chính Hãng
Laptop Acer Aspire 3 A315 56 32TP,general,Acer,5360000,11990000,Intel Core i3 Comet Lake - 1005G1,Intel,4,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.7,4,Chính Hãng
Laptop Acer Aspire 3 A315 56 32TP,general,Acer,5420000,11990000,Intel Core i3 Comet Lake - 1005G1,Intel,4,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.7,5,Chính Hãng
Laptop Acer Swift 3 SF313 51 56UW,general,Acer,10380000,23990000,Intel Core i5 Coffee Lake - 8265U,Intel,8,DDR4,256,SSD,13.3,Full HD,Vỏ kim loại,Windows 10 Home SL,2019,Card tích hợp,Intel UHD Graphics 620,1.35,1,Cửa Hàng
Laptop MSI Gaming GE66 Raider 11UH,gaming,MSI,33350000,77990000,Intel Core i7 Tiger Lake - 11800H,Intel,32,DDR4,2048,SSD,15.6,QHD,Vỏ kim loại,Windows 10 Home SL,2021,Card rời,"NVIDIA GeForce RTX 3080, 16 GB",2.38,12,Cửa Hàng
Laptop MSI Gaming GE66 Raider 11UH,gaming,MSI,35440000,77990000,Intel Core i7 Tiger Lake - 11800H,Intel,32,DDR4,2048,SSD,15.6,QHD,Vỏ kim loại,Windows 10 Home SL,2021,Card rời,"NVIDIA GeForce RTX 3080, 16 GB",2.38,17.5,Chính Hãng
Laptop MSI Gaming GE66 Raider 11UH,gaming,MSI,34490000,77990000,Intel Core i7 Tiger Lake - 11800H,Intel,32,DDR4,2048,SSD,15.6,QHD,Vỏ kim loại,Windows 10 Home SL,2021,Card rời,"NVIDIA GeForce RTX 3080, 16 GB",2.38,15,Chính Hãng
Laptop Asus VivoBook A515EA,general,Asus,6520000,14490000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.8,9.5,Chính Hãng
Laptop Asus VivoBook A515EA,general,Asus,6260000,14490000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.8,6,Chính Hãng
Laptop MSI Gaming GE66 Raider 11UH,gaming,MSI,33920000,77990000,Intel Core i7 Tiger Lake - 11800H,Intel,32,DDR4,2048,SSD,15.6,QHD,Vỏ kim loại,Windows 10 Home SL,2021,Card rời,"NVIDIA GeForce RTX 3080, 16 GB",2.38,13.5,Chính Hãng
Laptop Asus VivoBook A515EA,general,Asus,6410000,14490000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.8,8,Chính Hãng
Laptop MSI Creator Z16P B12UGST,general,MSI,34210000,79990000,Intel Core i7 Alder Lake - 12700H,Intel,32,DDR5,2048,SSD,16,QHD+,Vỏ kim loại,Windows 11 Home SL,2022,Card rời,"NVIDIA GeForce RTX 3070Ti Max-Q, 8 GB",2.39,12,Cửa Hàng
Laptop Asus VivoBook A515EP,general,Asus,8870000,20790000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2021,Card rời,"NVIDIA GeForce MX330, 2 GB",1.8,5,Chính Hãng
Laptop itel ABLE 1S,general,itel,3920000,8990000,Intel Celeron - N4020,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.4,1,Cửa Hàng
Laptop itel ABLE 1S,general,itel,3970000,8990000,Intel Celeron - N4020,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.4,2,Chính Hãng
Laptop itel ABLE 1S,general,itel,4080000,8990000,Intel Celeron - N4020,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.4,4,Chính Hãng
Laptop MSI Creator Z16P B12UGST,general,MSI,35960000,79990000,Intel Core i7 Alder Lake - 12700H,Intel,32,DDR5,2048,SSD,16,QHD+,Vỏ kim loại,Windows 11 Home SL,2022,Card rời,"NVIDIA GeForce RTX 3070Ti Max-Q, 8 GB",2.39,16.5,Chính Hãng
Laptop itel ABLE 1S,general,itel,4280000,8990000,Intel Celeron - N4020,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.4,8,Chính Hãng
Laptop itel ABLE 1S,general,itel,4330000,8990000,Intel Celeron - N4020,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.4,9,Chính Hãng
Laptop itel ABLE 1S,general,itel,4310000,8990000,Intel Celeron - N4020,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.4,8.5,Chính Hãng
Laptop itel ABLE 1S,general,itel,4410000,8990000,Intel Celeron - N4020,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.4,10.5,Chính Hãng
Laptop itel ABLE 1S,general,itel,4380000,8990000,Intel Celeron - N4020,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.4,10,Chính Hãng
Laptop itel ABLE 1S,general,itel,4430000,8990000,Intel Celeron - N4020,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.4,11,Chính Hãng
Laptop itel ABLE 1S,general,itel,4460000,8990000,Intel Celeron - N4020,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.4,11.5,Chính Hãng
Laptop itel ABLE 1S,general,itel,4230000,8990000,Intel Celeron - N4020,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.4,7,Chính Hãng
Laptop itel ABLE 1S,general,itel,4480000,8990000,Intel Celeron - N4020,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.4,12,Chính Hãng
Laptop Asus ExpertBook B1400CEAE,general,Asus,8400000,18890000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.45,8.5,Chính Hãng
Laptop Asus ExpertBook B1400CEAE,general,Asus,8350000,18890000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.45,8,Chính Hãng
Laptop Asus VivoBook A415EA,general,Asus,7690000,16990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.4,10,Chính Hãng
Laptop Asus VivoBook A415EA,general,Asus,7780000,16990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.4,11,Chính Hãng
Laptop itel ABLE 1S,general,itel,4510000,8990000,Intel Celeron - N4020,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.4,12.5,Chính Hãng
Laptop itel ABLE 1S,general,itel,4540000,8990000,Intel Celeron - N4020,Intel,4,DDR4,256,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics 600,1.4,13,Chính Hãng
Laptop Lenovo ThinkBook 14p G2 ACH,general,Lenovo,12380000,25990000,AMD Ryzen 5 - 5600H,AMD,16,DDR4,512,SSD,14,2.2K,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,AMD Radeon Graphics,1.4,8,Chính Hãng
Laptop Asus VivoBook A415EA,general,Asus,6270000,13690000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.4,11,Chính Hãng
Laptop Lenovo ThinkBook 14p G2 ACH,general,Lenovo,11940000,25990000,AMD Ryzen 5 - 5600H,AMD,16,DDR4,512,SSD,14,2.2K,Vỏ kim loại,Windows 11 Home SL,2021,Card tích hợp,AMD Radeon Graphics,1.4,5,Chính Hãng
Laptop Acer Aspire 3 A314 35 P6NC,general,Acer,4820000,10290000,Intel Pentium - N6000,Intel,4,DDR4,512,SSD,14,HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.45,1,Cửa Hàng
Laptop Acer Aspire 3 A315 58 54XF,general,Acer,7340000,14990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,5,Chính Hãng
Laptop Acer Aspire 3 A315 58 54XF,general,Acer,7380000,14990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,5.5,Chính Hãng
Laptop Acer Aspire 3 A315 58 54XF,general,Acer,7260000,14990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,4,Chính Hãng
Laptop Acer Aspire 3 A315 58 54XF,general,Acer,9370000,14990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,8.5,Chính Hãng
Laptop Acer Aspire 3 A315 58 54XF,general,Acer,7460000,14990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,6.5,Chính Hãng
Laptop Acer Aspire 3 A315 58 54XF,general,Acer,7420000,14990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,6,Chính Hãng
Laptop Acer Aspire 3 A315 58 54XF,general,Acer,9230000,14990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,7,Chính Hãng
Laptop Acer Aspire 3 A315 58 54XF,general,Acer,9320000,14990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,8,Chính Hãng
Laptop Acer Aspire 3 A315 58 54XF,general,Acer,9420000,14990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,9,Chính Hãng
Laptop Acer Aspire 3 A315 58 54XF,general,Acer,9270000,14990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,7.5,Chính Hãng
