Name,Laptop Type,Laptop Brand,Price,Price New,CPU,CPU Brand,Ram Size,Ram Type,Hard Drive Size,Hard Drive,Screen,Resolution,Material,OS,Year,Graphic,Graphic Name,Weight,Warranty Time,Warranty Location
Laptop Asus TUF Gaming F15 FX507ZU4,gaming,Asus,23880000,31990000,Intel Core i7 Alder Lake - 12700H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2023,Card rời,"NVIDIA GeForce RTX 4050, 6 GB",2.2,21,Chính Hãng
Laptop HP Pavilion 15 eg2082TU,general,HP,14090000,19790000,Intel Core i5 Alder Lake - 1240P,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - chiếu nghỉ tay bằng kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.72,6.5,Chính Hãng
Laptop HP Pavilion 15 eg2082TU,general,HP,14310000,19790000,Intel Core i5 Alder Lake - 1240P,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - chiếu nghỉ tay bằng kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.72,8,Chính Hãng
Laptop HP Pavilion 15 eg2082TU,general,HP,13860000,19790000,Intel Core i5 Alder Lake - 1240P,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - chiếu nghỉ tay bằng kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.72,5,Chính Hãng
Laptop HP 15s fq2716TU,general,HP,9950000,13690000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,8.5,Chính Hãng
Laptop Asus TUF Gaming F15 FX507ZU4,gaming,Asus,22390000,31990000,Intel Core i7 Alder Lake - 12700H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2023,Card rời,"NVIDIA GeForce RTX 4050, 6 GB",2.2,20,Chính Hãng
Laptop HP 15s fq2716TU,general,HP,9900000,13690000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,8,Chính Hãng
Laptop HP Pavilion 14 dv2074TU,general,HP,13870000,19690000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.41,5.5,Chính Hãng
Laptop HP 15s fq2716TU,general,HP,9590000,13690000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,5,Chính Hãng
Laptop Dell Inspiron 15 3520,general,Dell,13030000,18590000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.9,5,Chính Hãng
Laptop Dell Inspiron 15 3520,general,Dell,13310000,18590000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.9,7,Chính Hãng
Laptop HP 15s fq2716TU,general,HP,9750000,13690000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,6.5,Chính Hãng
Laptop Dell Inspiron 15 3520,general,Dell,13100000,18590000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.9,5.5,Chính Hãng
Laptop HP 15s fq2716TU,general,HP,9800000,13690000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,7,Chính Hãng
Laptop Dell Inspiron 15 3520,general,Dell,13520000,18590000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.9,8.5,Chính Hãng
Laptop Dell Inspiron 15 3520,general,Dell,13590000,18590000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.9,9,Chính Hãng
Laptop Dell Inspiron 15 3520,general,Dell,13660000,18590000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.9,9.5,Chính Hãng
Laptop Asus TUF Gaming F15 FX506HF,gaming,Asus,15000000,19990000,Intel Core i5 Tiger Lake - 11400H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2023,Card rời,"NVIDIA GeForce RTX 2050, 4 GB",2.3,21.5,Chính Hãng
Laptop Asus TUF Gaming F15 FX506HF,gaming,Asus,14060000,19990000,Intel Core i5 Tiger Lake - 11400H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2023,Card rời,"NVIDIA GeForce RTX 2050, 4 GB",2.3,20.5,Chính Hãng
Laptop Dell Inspiron 15 3520,general,Dell,14540000,18590000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.9,11.5,Chính Hãng
Laptop Asus TUF Gaming F15 FX506HF,gaming,Asus,15070000,19990000,Intel Core i5 Tiger Lake - 11400H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2023,Card rời,"NVIDIA GeForce RTX 2050, 4 GB",2.3,22,Chính Hãng
Laptop Asus TUF Gaming F15 FX506HF,gaming,Asus,13990000,19990000,Intel Core i5 Tiger Lake - 11400H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2023,Card rời,"NVIDIA GeForce RTX 2050, 4 GB",2.3,20,Chính Hãng
Laptop Asus TUF Gaming F15 FX506HF,gaming,Asus,13920000,19990000,Intel Core i5 Tiger Lake - 11400H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2023,Card rời,"NVIDIA GeForce RTX 2050, 4 GB",2.3,19.5,Chính Hãng
Laptop Asus TUF Gaming F15 FX506HF,gaming,Asus,15230000,19990000,Intel Core i5 Tiger Lake - 11400H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2023,Card rời,"NVIDIA GeForce RTX 2050, 4 GB",2.3,23,Chính Hãng
Laptop Asus TUF Gaming F15 FX506HF,gaming,Asus,15300000,19990000,Intel Core i5 Tiger Lake - 11400H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2023,Card rời,"NVIDIA GeForce RTX 2050, 4 GB",2.3,23.5,Chính Hãng
Laptop HP 240 G9,general,HP,12960000,18590000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.47,4.5,Chính Hãng
Laptop HP 240 G9,general,HP,13450000,18590000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.47,8,Chính Hãng
Laptop HP 240 G9,general,HP,14160000,18590000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.47,11,Chính Hãng
Laptop Lenovo IdeaPad Slim 5 Light 14ABR8,general,Lenovo,12720000,17990000,AMD Ryzen 5 - 7530U,AMD,16,DDR4,512,SSD,14,Full HD,Vỏ kim loại - Nắp lưng bằng nhựa,Windows 11 Home SL,2023,Card tích hợp,AMD Radeon Graphics,1.17,33,Chính Hãng
Laptop Lenovo IdeaPad Slim 5 Light 14ABR8,general,Lenovo,12790000,17990000,AMD Ryzen 5 - 7530U,AMD,16,DDR4,512,SSD,14,Full HD,Vỏ kim loại - Nắp lưng bằng nhựa,Windows 11 Home SL,2023,Card tích hợp,AMD Radeon Graphics,1.17,33.5,Chính Hãng
Laptop Lenovo IdeaPad Slim 5 Light 14ABR8,general,Lenovo,12850000,17990000,AMD Ryzen 5 - 7530U,AMD,16,DDR4,512,SSD,14,Full HD,Vỏ kim loại - Nắp lưng bằng nhựa,Windows 11 Home SL,2023,Card tích hợp,AMD Radeon Graphics,1.17,34,Chính Hãng
Laptop Asus TUF Gaming F15 FX507ZE,gaming,Asus,20180000,28990000,Intel Core i7 Alder Lake - 12700H,Intel,8,DDR5,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2022,Card rời,"NVIDIA GeForce RTX 3050Ti, 4 GB",2.2,19.5,Chính Hãng
Laptop Asus TUF Gaming F15 FX507ZE,gaming,Asus,21530000,28990000,Intel Core i7 Alder Lake - 12700H,Intel,8,DDR5,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2022,Card rời,"NVIDIA GeForce RTX 3050Ti, 4 GB",2.2,20.5,Chính Hãng
Laptop MSI Gaming GF63 Thin 11SC,gaming,MSI,11840000,16490000,Intel Core i5 Tiger Lake - 11400H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ kim loại,Windows 11 Home SL,2022,Card rời,"GeForce GTX 1650 Max-Q Design, 4GB",1.86,10.5,Chính Hãng
Laptop Asus TUF Gaming F15 FX507ZE,gaming,Asus,21860000,28990000,Intel Core i7 Alder Lake - 12700H,Intel,8,DDR5,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2022,Card rời,"NVIDIA GeForce RTX 3050Ti, 4 GB",2.2,22,Chính Hãng
Laptop Asus TUF Gaming F15 FX507ZE,gaming,Asus,21750000,28990000,Intel Core i7 Alder Lake - 12700H,Intel,8,DDR5,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2022,Card rời,"NVIDIA GeForce RTX 3050Ti, 4 GB",2.2,21.5,Chính Hãng
Laptop Asus TUF Gaming F15 FX507ZE,gaming,Asus,21970000,28990000,Intel Core i7 Alder Lake - 12700H,Intel,8,DDR5,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2022,Card rời,"NVIDIA GeForce RTX 3050Ti, 4 GB",2.2,22.5,Chính Hãng
Laptop Asus TUF Gaming F15 FX507ZE,gaming,Asus,22080000,28990000,Intel Core i7 Alder Lake - 12700H,Intel,8,DDR5,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2022,Card rời,"NVIDIA GeForce RTX 3050Ti, 4 GB",2.2,23,Chính Hãng
Laptop HP 240 G9,general,HP,12920000,17590000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,256,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.47,9.5,Chính Hãng
Laptop Asus TUF Gaming F15 FX507ZE,gaming,Asus,21640000,28990000,Intel Core i7 Alder Lake - 12700H,Intel,8,DDR5,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2022,Card rời,"NVIDIA GeForce RTX 3050Ti, 4 GB",2.2,21,Chính Hãng
Laptop HP 240 G9,general,HP,13270000,17590000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,256,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.47,10,Chính Hãng
Laptop Lenovo Ideapad 3 15ITL6,general,Lenovo,7940000,11290000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,Intel UHD Graphics,1.65,20.5,Chính Hãng
Laptop Lenovo Ideapad 3 15ITL6,general,Lenovo,8140000,11290000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,Intel UHD Graphics,1.65,23,Chính Hãng
Laptop HP 240 G9,general,HP,13330000,17590000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,256,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.47,10.5,Chính Hãng
Laptop Lenovo Ideapad 3 15ITL6,general,Lenovo,8060000,11290000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,Intel UHD Graphics,1.65,22,Chính Hãng
Laptop HP Envy X360 13 bf0112TU,general,HP,20710000,29590000,Intel Core i5 Alder Lake - 1230U,Intel,16,LPDDR4X,512,SSD,13.3,2.8K,Vỏ kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.34,8,Chính Hãng
Laptop HP Envy X360 13 bf0112TU,general,HP,20820000,29590000,Intel Core i5 Alder Lake - 1230U,Intel,16,LPDDR4X,512,SSD,13.3,2.8K,Vỏ kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.34,8.5,Chính Hãng
Laptop Lenovo Ideapad 3 15ITL6,general,Lenovo,8020000,11290000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,Intel UHD Graphics,1.65,21.5,Chính Hãng
Laptop Lenovo Ideapad 3 15ITL6,general,Lenovo,8100000,11290000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,Intel UHD Graphics,1.65,22.5,Chính Hãng
Laptop HP Envy X360 13 bf0112TU,general,HP,21030000,29590000,Intel Core i5 Alder Lake - 1230U,Intel,16,LPDDR4X,512,SSD,13.3,2.8K,Vỏ kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.34,9.5,Chính Hãng
Laptop HP Envy X360 13 bf0112TU,general,HP,20930000,29590000,Intel Core i5 Alder Lake - 1230U,Intel,16,LPDDR4X,512,SSD,13.3,2.8K,Vỏ kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.34,9,Chính Hãng
Laptop HP Envy X360 13 bf0112TU,general,HP,21850000,29590000,Intel Core i5 Alder Lake - 1230U,Intel,16,LPDDR4X,512,SSD,13.3,2.8K,Vỏ kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.34,10,Chính Hãng
Laptop HP Envy X360 13 bf0112TU,general,HP,21960000,29590000,Intel Core i5 Alder Lake - 1230U,Intel,16,LPDDR4X,512,SSD,13.3,2.8K,Vỏ kim loại,Windows 11 Home SL,2022,Card tích hợp,Intel Iris Xe Graphics,1.34,10.5,Chính Hãng
Laptop Asus Vivobook Go 15 E1504FA,general,Asus,9740000,13990000,AMD Ryzen 5 - 7520U,AMD,8,LPDDR5,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,AMD Radeon Graphics,1.63,19.5,Chính Hãng
Laptop Asus TUF Gaming F15 FX507ZM,gaming,Asus,23210000,32990000,Intel Core i7 Alder Lake - 12700H,Intel,16,DDR5,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card rời,"NVIDIA GeForce RTX 3060, 6 GB",2.2,20.5,Chính Hãng
Laptop MSI Gaming GF63 Thin 12VE,gaming,MSI,16150000,22490000,Intel Core i5 Alder Lake - 12450H,Intel,8,DDR4,512,SSD,15.6,Full HD,Nắp lưng và chiếu nghỉ tay bằng kim loại,Windows 11 Home SL,2023,Card rời,"NVIDIA GeForce RTX 4050, 6 GB",1.86,10.5,Chính Hãng
Laptop MSI Gaming GF63 Thin 12VE,gaming,MSI,15990000,22490000,Intel Core i5 Alder Lake - 12450H,Intel,8,DDR4,512,SSD,15.6,Full HD,Nắp lưng và chiếu nghỉ tay bằng kim loại,Windows 11 Home SL,2023,Card rời,"NVIDIA GeForce RTX 4050, 6 GB",1.86,9.5,Chính Hãng
Laptop Asus Vivobook Go 15 E1504FA,general,Asus,10600000,13990000,AMD Ryzen 5 - 7520U,AMD,8,LPDDR5,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,AMD Radeon Graphics,1.63,22.5,Chính Hãng
Laptop Asus TUF Gaming F15 FX507ZM,gaming,Asus,25530000,32990000,Intel Core i7 Alder Lake - 12700H,Intel,16,DDR5,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card rời,"NVIDIA GeForce RTX 3060, 6 GB",2.2,21.5,Chính Hãng
Laptop Asus Vivobook Go 15 E1504FA,general,Asus,10440000,13990000,AMD Ryzen 5 - 7520U,AMD,8,LPDDR5,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,AMD Radeon Graphics,1.63,21,Chính Hãng
Laptop Asus TUF Gaming F15 FX507ZM,gaming,Asus,25660000,32990000,Intel Core i7 Alder Lake - 12700H,Intel,16,DDR5,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card rời,"NVIDIA GeForce RTX 3060, 6 GB",2.2,22,Chính Hãng
Laptop MSI Gaming GF63 Thin 12VE,gaming,MSI,15820000,22490000,Intel Core i5 Alder Lake - 12450H,Intel,8,DDR4,512,SSD,15.6,Full HD,Nắp lưng và chiếu nghỉ tay bằng kim loại,Windows 11 Home SL,2023,Card rời,"NVIDIA GeForce RTX 4050, 6 GB",1.86,8.5,Chính Hãng
Laptop Acer Nitro 5 Tiger AN515 58 773Y,general,Acer,24120000,31990000,Intel Core i7 Alder Lake - 12700H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card rời,"NVIDIA GeForce RTX 3050Ti, 4 GB",2.5,10,Chính Hãng
Laptop MSI Gaming GF63 Thin 12VE,gaming,MSI,15740000,22490000,Intel Core i5 Alder Lake - 12450H,Intel,8,DDR4,512,SSD,15.6,Full HD,Nắp lưng và chiếu nghỉ tay bằng kim loại,Windows 11 Home SL,2023,Card rời,"NVIDIA GeForce RTX 4050, 6 GB",1.86,8,Chính Hãng
Laptop Acer Nitro 5 Tiger AN515 58 773Y,general,Acer,24250000,31990000,Intel Core i7 Alder Lake - 12700H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card rời,"NVIDIA GeForce RTX 3050Ti, 4 GB",2.5,10.5,Chính Hãng
Laptop Dell Inspiron 15 3530,general,Dell,13980000,19990000,Intel Core i5 Raptor Lake - 1335U,Intel,16,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,Intel Iris Xe Graphics,1.66,1,Cửa Hàng
Laptop Dell Inspiron 15 3530,general,Dell,15470000,19990000,Intel Core i5 Raptor Lake - 1335U,Intel,16,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,Intel Iris Xe Graphics,1.66,10.5,Chính Hãng
Laptop Dell Inspiron 15 3530,general,Dell,15550000,19990000,Intel Core i5 Raptor Lake - 1335U,Intel,16,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,Intel Iris Xe Graphics,1.66,11,Chính Hãng
Laptop MSI Modern 14 C13M,general,MSI,15060000,21490000,Intel Core i7 Raptor Lake - 1355U,Intel,16,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,Intel Iris Xe Graphics,1.4,18,Chính Hãng
Laptop Asus Vivobook S 14 Flip TP3402VA,general,Asus,12070000,16990000,Intel Core i3 Raptor Lake - 1315U,Intel,8,DDR4,256,SSD,14,WUXGA,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2023,Card tích hợp,Intel UHD Graphics,1.5,21.5,Chính Hãng
Laptop MSI Modern 15 B7M,general,MSI,10650000,14990000,AMD Ryzen 5 - 7530U,AMD,16,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,AMD Radeon Graphics,1.75,21.5,Chính Hãng
Laptop MSI Modern 14 C13M,general,MSI,15140000,21490000,Intel Core i7 Raptor Lake - 1355U,Intel,16,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,Intel Iris Xe Graphics,1.4,18.5,Chính Hãng
Laptop Asus Vivobook S 14 Flip TP3402VA,general,Asus,12140000,16990000,Intel Core i3 Raptor Lake - 1315U,Intel,8,DDR4,256,SSD,14,WUXGA,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2023,Card tích hợp,Intel UHD Graphics,1.5,22,Chính Hãng
Laptop HP 240 G8,general,HP,9200000,12990000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,256,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.47,6,Chính Hãng
Laptop MSI Modern 15 B7M,general,MSI,10540000,14990000,AMD Ryzen 5 - 7530U,AMD,16,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,AMD Radeon Graphics,1.75,20.5,Chính Hãng
Laptop HP 240 G8,general,HP,9390000,12990000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,256,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.47,8,Chính Hãng
Laptop HP 240 G8,general,HP,9290000,12990000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,256,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.47,7,Chính Hãng
Laptop Dell Vostro 3520,general,Dell,10120000,13990000,Intel Core i3 Alder Lake - 1215U,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.83,8,Chính Hãng
Laptop Dell Inspiron 15 3520,general,Dell,13730000,18990000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.9,8,Chính Hãng
Laptop Dell Vostro 3520,general,Dell,10270000,13990000,Intel Core i3 Alder Lake - 1215U,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.83,9.5,Chính Hãng
Laptop HP 240 G8,general,HP,9540000,12990000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,256,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.47,9.5,Chính Hãng
Laptop Dell Inspiron 15 3520,general,Dell,13950000,18990000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.9,9.5,Chính Hãng
Laptop HP Pavilion 15 eg2062TX,general,HP,14970000,20590000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - chiếu nghỉ tay bằng kim loại,Windows 11 Home SL,2022,Card rời,NVIDIA GeForce MX550 2 GB,1.74,8.5,Chính Hãng
Laptop HP Pavilion 15 eg2062TX,general,HP,15050000,20590000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - chiếu nghỉ tay bằng kim loại,Windows 11 Home SL,2022,Card rời,NVIDIA GeForce MX550 2 GB,1.74,9,Chính Hãng
Laptop Dell Inspiron 15 3520,general,Dell,14620000,18990000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.9,10,Chính Hãng
Laptop HP Pavilion 15 eg2062TX,general,HP,15120000,20590000,Intel Core i5 Alder Lake - 1235U,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - chiếu nghỉ tay bằng kim loại,Windows 11 Home SL,2022,Card rời,NVIDIA GeForce MX550 2 GB,1.74,9.5,Chính Hãng
Laptop Dell Inspiron 15 3530,general,Dell,14130000,19990000,Intel Core i5 Raptor Lake - 1335U,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,Intel UHD Graphics,1.66,9,Chính Hãng
Laptop Dell Inspiron 15 3530,general,Dell,14280000,19990000,Intel Core i5 Raptor Lake - 1335U,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,Intel UHD Graphics,1.66,10,Chính Hãng
Laptop Dell Inspiron 15 3530,general,Dell,14210000,19990000,Intel Core i5 Raptor Lake - 1335U,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,Intel UHD Graphics,1.66,9.5,Chính Hãng
Laptop MSI Gaming Katana GF66 12UCK,gaming,MSI,19540000,27490000,Intel Core i7 Alder Lake - 12650H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card rời,"NVIDIA GeForce RTX 3050, 4 GB",2.25,9.5,Chính Hãng
Laptop Gigabyte Gaming G5,gaming,Gigabyte,16550000,23290000,Intel Core i5 Alder Lake - 12450H,Intel,16,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card rời,"NVIDIA GeForce RTX 4050, 6 GB",1.9,21.5,Chính Hãng
Laptop MSI Gaming Katana GF66 12UCK,gaming,MSI,19440000,27490000,Intel Core i7 Alder Lake - 12650H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card rời,"NVIDIA GeForce RTX 3050, 4 GB",2.25,9,Chính Hãng
Laptop Dell Inspiron 14 5430,general,Dell,18930000,26490000,Intel Core i7 Raptor Lake - 1355U,Intel,16,LPDDR5,512,SSD,14,Full HD+,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2023,Card tích hợp,Intel Iris Xe Graphics,1.56,10,Chính Hãng
